,Unnamed: 0,name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,landfall
2992,2992,Emily,1993,8,23,12,22.3,-56.0,tropical depression,-1,30,1020,5.0,,0.0
2993,2993,Emily,1993,8,23,18,23.2,-57.1,tropical depression,-1,30,1020,5.0,,0.0
2994,2994,Emily,1993,8,24,0,24.3,-57.8,tropical depression,-1,30,1020,5.0,,0.0
2995,2995,Emily,1993,8,24,6,25.4,-58.6,tropical depression,-1,30,1020,5.0,,0.0
2996,2996,Emily,1993,8,24,12,26.7,-59.5,tropical depression,-1,30,1020,5.0,,0.0
2997,2997,Emily,1993,8,24,18,27.6,-60.0,tropical depression,-1,30,1019,5.0,,0.0
2998,2998,Emily,1993,8,25,0,28.0,-60.3,tropical depression,-1,30,1018,5.0,,0.0
2999,2999,Emily,1993,8,25,6,27.9,-60.5,tropical depression,-1,30,1017,5.0,,0.0
3000,3000,Emily,1993,8,25,12,28.0,-60.4,tropical storm,0,35,1016,5.0,,0.0
3001,3001,Emily,1993,8,25,18,28.2,-60.4,tropical storm,0,40,1015,5.0,,0.0
3002,3002,Emily,1993,8,26,0,28.3,-60.7,tropical storm,0,45,1013,5.0,,0.0
3003,3003,Emily,1993,8,26,6,27.9,-61.0,tropical storm,0,55,1010,5.0,,0.0
3004,3004,Emily,1993,8,26,12,27.4,-61.2,tropical storm,0,60,1007,5.0,,0.0
3005,3005,Emily,1993,8,26,18,26.9,-61.7,hurricane,1,65,1004,5.0,,0.0
3006,3006,Emily,1993,8,27,0,26.6,-62.4,tropical storm,0,60,1000,5.0,,0.0
3007,3007,Emily,1993,8,27,6,26.4,-63.0,tropical storm,0,60,997,5.0,,0.0
3008,3008,Emily,1993,8,27,12,26.3,-63.5,tropical storm,0,60,992,5.0,,0.0
3009,3009,Emily,1993,8,27,18,26.4,-64.4,hurricane,1,65,982,5.0,,0.0
3010,3010,Emily,1993,8,28,0,26.6,-65.2,hurricane,1,75,981,5.0,,0.0
3011,3011,Emily,1993,8,28,6,27.0,-66.1,hurricane,1,75,982,5.0,,0.0
3012,3012,Emily,1993,8,28,12,27.4,-66.9,hurricane,1,75,981,5.0,,0.0
3013,3013,Emily,1993,8,28,18,28.0,-67.6,hurricane,1,75,976,5.0,,0.0
3014,3014,Emily,1993,8,29,0,28.6,-68.2,hurricane,1,70,973,5.0,,0.0
3015,3015,Emily,1993,8,29,6,29.3,-68.8,hurricane,1,70,978,5.0,,0.0
3016,3016,Emily,1993,8,29,12,30.0,-69.2,hurricane,1,70,979,5.0,,0.0
3017,3017,Emily,1993,8,29,18,30.6,-69.7,hurricane,1,70,978,5.0,,0.0
3018,3018,Emily,1993,8,30,0,31.2,-70.2,hurricane,1,70,977,5.0,,0.0
3019,3019,Emily,1993,8,30,6,31.5,-70.8,hurricane,1,70,976,5.0,,0.0
3020,3020,Emily,1993,8,30,12,31.8,-71.4,hurricane,1,75,975,5.0,,0.0
3021,3021,Emily,1993,8,30,18,32.0,-72.2,hurricane,1,75,974,5.0,,0.0
3022,3022,Emily,1993,8,31,0,32.4,-73.0,hurricane,1,80,972,5.0,,0.0
3023,3023,Emily,1993,8,31,6,32.9,-73.8,hurricane,2,85,970,5.0,,0.0
3024,3024,Emily,1993,8,31,12,33.6,-74.7,hurricane,2,95,965,5.0,,0.0
3025,3025,Emily,1993,8,31,18,34.5,-75.2,hurricane,3,100,962,5.0,,0.0
3026,3026,Emily,1993,8,31,21,35.2,-75.1,hurricane,3,100,961,5.0,,0.0
3027,3027,Emily,1993,9,1,0,35.6,-74.9,hurricane,3,100,960,5.0,,0.0
3028,3028,Emily,1993,9,1,6,36.6,-74.4,hurricane,3,100,962,5.0,,0.0
3029,3029,Emily,1993,9,1,12,37.5,-72.7,hurricane,2,95,965,5.0,,0.0
3030,3030,Emily,1993,9,1,18,38.2,-70.7,hurricane,2,90,969,5.0,,0.0
3031,3031,Emily,1993,9,2,0,39.0,-68.5,hurricane,2,90,971,5.0,,0.0
3032,3032,Emily,1993,9,2,6,39.2,-66.0,hurricane,2,90,972,5.0,,0.0
3033,3033,Emily,1993,9,2,12,39.2,-63.6,hurricane,2,90,973,5.0,,0.0
3034,3034,Emily,1993,9,2,18,39.0,-61.4,hurricane,2,85,974,5.0,,0.0
3035,3035,Emily,1993,9,3,0,38.6,-59.6,hurricane,1,80,975,5.0,,0.0
3036,3036,Emily,1993,9,3,6,38.1,-58.3,hurricane,1,75,979,5.0,,0.0
3037,3037,Emily,1993,9,3,12,37.5,-57.7,hurricane,1,70,985,5.0,,0.0
3038,3038,Emily,1993,9,3,18,36.9,-57.5,tropical storm,0,60,994,5.0,,0.0
3039,3039,Emily,1993,9,4,0,36.4,-57.6,tropical storm,0,50,999,5.0,,0.0
3040,3040,Emily,1993,9,4,6,36.0,-57.6,tropical storm,0,40,1002,5.0,,0.0
3041,3041,Emily,1993,9,4,12,35.8,-57.5,tropical storm,0,35,1001,5.0,,0.0
3042,3042,Emily,1993,9,4,18,36.1,-57.2,tropical depression,-1,30,1006,5.0,,0.0
3043,3043,Emily,1993,9,5,0,36.7,-56.9,tropical depression,-1,30,1008,5.0,,0.0
3044,3044,Emily,1993,9,5,6,37.4,-56.4,tropical depression,-1,30,1009,5.0,,0.0
3045,3045,Emily,1993,9,5,12,38.0,-55.7,tropical depression,-1,25,1010,5.0,,0.0
3046,3046,Emily,1993,9,5,18,38.7,-54.8,tropical depression,-1,25,1011,5.0,,0.0
3047,3047,Emily,1993,9,6,0,39.0,-53.0,tropical depression,-1,25,1012,5.0,,0.0
3048,3048,Emily,1993,9,6,6,39.3,-51.1,tropical depression,-1,25,1013,5.0,,0.0
3049,3049,Floyd,1993,9,7,12,24.7,-67.5,tropical depression,-1,25,1012,5.0,,0.0
3050,3050,Floyd,1993,9,7,18,26.2,-68.2,tropical storm,0,40,1010,5.0,,0.0
3051,3051,Floyd,1993,9,8,0,27.8,-68.9,tropical storm,0,45,1009,5.0,,0.0
3052,3052,Floyd,1993,9,8,6,29.4,-69.4,tropical storm,0,45,1011,5.0,,0.0
3053,3053,Floyd,1993,9,8,12,31.0,-69.8,tropical storm,0,40,1012,5.0,,0.0
3054,3054,Floyd,1993,9,8,18,33.2,-69.2,tropical storm,0,40,1011,5.0,,0.0
3055,3055,Floyd,1993,9,9,0,35.3,-67.8,tropical storm,0,40,1009,5.0,,0.0
3056,3056,Floyd,1993,9,9,6,37.5,-65.7,tropical storm,0,40,1007,5.0,,0.0
3057,3057,Floyd,1993,9,9,12,39.3,-62.4,tropical storm,0,50,997,5.0,,0.0
3058,3058,Floyd,1993,9,9,18,41.7,-58.3,hurricane,1,65,990,5.0,,0.0
3059,3059,Floyd,1993,9,10,0,43.8,-53.9,hurricane,1,65,990,5.0,,0.0
3060,3060,Floyd,1993,9,10,6,45.4,-48.3,hurricane,1,65,990,5.0,,0.0
3061,3061,Floyd,1993,9,10,12,46.5,-42.5,hurricane,1,65,990,5.0,,0.0
3062,3062,Gert,1993,9,14,18,10.6,-80.7,tropical depression,-1,25,1008,5.0,,0.0
3063,3063,Gert,1993,9,15,0,10.7,-81.3,tropical depression,-1,30,1005,5.0,,0.0
3064,3064,Gert,1993,9,15,6,11.0,-82.2,tropical depression,-1,30,1001,5.0,,0.0
3065,3065,Gert,1993,9,15,12,11.3,-83.0,tropical storm,0,35,1001,5.0,,0.0
3066,3066,Gert,1993,9,15,18,11.8,-83.8,tropical storm,0,35,1005,5.0,,1.0
3067,3067,Gert,1993,9,16,0,12.1,-84.3,tropical depression,-1,30,1006,5.0,,1.0
3068,3068,Gert,1993,9,16,6,12.5,-84.9,tropical depression,-1,30,1006,5.0,,1.0
3069,3069,Gert,1993,9,16,12,12.9,-85.4,tropical depression,-1,30,1006,5.0,,1.0
3070,3070,Gert,1993,9,16,18,13.3,-85.8,tropical depression,-1,25,1006,5.0,,1.0
3071,3071,Gert,1993,9,17,0,13.8,-86.3,tropical depression,-1,25,1006,5.0,,1.0
3072,3072,Gert,1993,9,17,6,14.5,-86.8,tropical depression,-1,25,1006,5.0,,1.0
3073,3073,Gert,1993,9,17,12,15.4,-87.3,tropical depression,-1,25,1006,5.0,,1.0
3074,3074,Gert,1993,9,17,18,16.3,-87.8,tropical storm,0,35,1001,5.0,,0.0
3075,3075,Gert,1993,9,18,0,17.3,-88.1,tropical storm,0,35,1000,5.0,,0.0
3076,3076,Gert,1993,9,18,6,18.2,-88.6,tropical storm,0,35,1002,5.0,,1.0
3077,3077,Gert,1993,9,18,12,18.7,-89.3,tropical depression,-1,30,1003,5.0,,1.0
3078,3078,Gert,1993,9,18,18,19.2,-90.5,tropical depression,-1,30,1003,5.0,,1.0
3079,3079,Gert,1993,9,19,0,19.6,-91.6,tropical depression,-1,30,1001,5.0,,0.0
3080,3080,Gert,1993,9,19,6,20.0,-92.5,tropical storm,0,35,1000,5.0,,0.0
3081,3081,Gert,1993,9,19,12,20.5,-93.2,tropical storm,0,40,993,5.0,,0.0
3082,3082,Gert,1993,9,19,18,20.7,-93.9,tropical storm,0,45,992,5.0,,0.0
3083,3083,Gert,1993,9,20,0,20.9,-94.2,tropical storm,0,55,990,5.0,,0.0
3084,3084,Gert,1993,9,20,6,21.1,-95.0,hurricane,1,65,982,5.0,,0.0
3085,3085,Gert,1993,9,20,12,21.2,-95.9,hurricane,1,80,978,5.0,,0.0
3086,3086,Gert,1993,9,20,18,21.3,-97.0,hurricane,2,85,970,5.0,,0.0
3087,3087,Gert,1993,9,20,21,21.2,-97.5,hurricane,2,85,970,5.0,,1.0
3088,3088,Gert,1993,9,21,0,21.1,-98.3,hurricane,1,65,984,5.0,,1.0
3089,3089,Gert,1993,9,21,6,20.9,-100.2,tropical storm,0,40,1000,5.0,,1.0
3090,3090,Gert,1993,9,21,12,20.8,-102.5,tropical depression,-1,25,1002,5.0,,1.0
3091,3091,Gert,1993,9,21,18,20.8,-104.7,tropical depression,-1,20,1004,5.0,,1.0
3092,3092,Harvey,1993,9,18,18,26.7,-61.8,tropical depression,-1,30,1014,5.0,,0.0
3093,3093,Harvey,1993,9,19,0,27.3,-62.0,tropical depression,-1,30,1013,5.0,,0.0
3094,3094,Harvey,1993,9,19,6,27.9,-62.0,tropical depression,-1,30,1012,5.0,,0.0
3095,3095,Harvey,1993,9,19,12,28.5,-61.7,tropical depression,-1,30,1010,5.0,,0.0
3096,3096,Harvey,1993,9,19,18,29.3,-61.1,tropical depression,-1,30,1009,5.0,,0.0
3097,3097,Harvey,1993,9,20,0,30.2,-60.2,tropical depression,-1,30,1008,5.0,,0.0
3098,3098,Harvey,1993,9,20,6,31.5,-59.0,tropical storm,0,35,1005,5.0,,0.0
3099,3099,Harvey,1993,9,20,12,33.3,-57.4,tropical storm,0,50,998,5.0,,0.0
3100,3100,Harvey,1993,9,20,18,35.6,-55.2,hurricane,1,65,990,5.0,,0.0
3101,3101,Harvey,1993,9,21,0,37.8,-52.5,tropical storm,0,60,992,5.0,,0.0
3102,3102,Harvey,1993,9,21,6,39.8,-49.4,tropical storm,0,55,994,5.0,,0.0
3103,3103,Harvey,1993,9,21,12,42.5,-46.5,tropical storm,0,50,997,5.0,,0.0
3104,3104,AL101993,1993,9,29,18,30.0,-63.2,tropical depression,-1,30,1012,5.0,,0.0
3105,3105,AL101993,1993,9,30,0,31.7,-63.7,tropical depression,-1,30,1010,5.0,,0.0
3106,3106,AL101993,1993,9,30,6,33.8,-64.0,tropical depression,-1,30,1009,5.0,,0.0
3107,3107,AL101993,1993,9,30,12,36.9,-64.0,tropical depression,-1,30,1008,5.0,,0.0
3108,3108,AL101993,1993,9,30,18,39.6,-62.2,tropical depression,-1,30,1008,5.0,,0.0
3109,3109,Alberto,1994,6,30,6,21.7,-83.6,tropical depression,-1,25,1011,5.0,,0.0
3110,3110,Alberto,1994,6,30,12,21.6,-84.3,tropical depression,-1,25,1010,5.0,,0.0
3111,3111,Alberto,1994,6,30,18,21.6,-85.2,tropical depression,-1,30,1008,5.0,,0.0
3112,3112,Alberto,1994,7,1,0,21.5,-85.6,tropical depression,-1,30,1008,5.0,,0.0
3113,3113,Alberto,1994,7,1,6,22.0,-86.1,tropical depression,-1,30,1008,5.0,,0.0
3114,3114,Alberto,1994,7,1,12,22.5,-86.4,tropical depression,-1,30,1008,5.0,,0.0
3115,3115,Alberto,1994,7,1,18,23.0,-86.7,tropical depression,-1,30,1007,5.0,,0.0
3116,3116,Alberto,1994,7,2,0,23.7,-87.1,tropical storm,0,35,1006,5.0,,0.0
3117,3117,Alberto,1994,7,2,6,24.4,-87.5,tropical storm,0,35,1005,5.0,,0.0
3118,3118,Alberto,1994,7,2,12,25.5,-87.5,tropical storm,0,40,1003,5.0,,0.0
3119,3119,Alberto,1994,7,2,18,26.5,-86.9,tropical storm,0,45,1000,5.0,,0.0
3120,3120,Alberto,1994,7,3,0,27.7,-86.8,tropical storm,0,45,998,5.0,,0.0
3121,3121,Alberto,1994,7,3,6,28.8,-86.8,tropical storm,0,50,997,5.0,,0.0
3122,3122,Alberto,1994,7,3,12,29.9,-86.7,tropical storm,0,55,993,5.0,,0.0
3123,3123,Alberto,1994,7,3,15,30.4,-86.5,tropical storm,0,55,993,5.0,,1.0
3124,3124,Alberto,1994,7,3,18,30.7,-86.3,tropical storm,0,45,1000,5.0,,1.0
3125,3125,Alberto,1994,7,4,0,31.2,-86.1,tropical depression,-1,25,1004,5.0,,1.0
3126,3126,Alberto,1994,7,4,6,31.7,-85.9,tropical depression,-1,20,1009,5.0,,1.0
3127,3127,Alberto,1994,7,4,12,32.3,-85.5,tropical depression,-1,20,1011,5.0,,1.0
3128,3128,Alberto,1994,7,4,18,32.7,-85.2,tropical depression,-1,20,1014,5.0,,1.0
3129,3129,Alberto,1994,7,5,0,33.0,-85.0,tropical depression,-1,20,1014,5.0,,1.0
3130,3130,Alberto,1994,7,5,6,33.2,-84.9,tropical depression,-1,20,1013,5.0,,1.0
3131,3131,Alberto,1994,7,5,12,33.3,-84.8,tropical depression,-1,20,1013,5.0,,1.0
3132,3132,Alberto,1994,7,5,18,33.5,-84.6,tropical depression,-1,20,1012,5.0,,1.0
3133,3133,Alberto,1994,7,6,0,33.4,-84.4,tropical depression,-1,15,1013,5.0,,1.0
3134,3134,Alberto,1994,7,6,6,33.3,-84.5,tropical depression,-1,15,1013,5.0,,1.0
3135,3135,Alberto,1994,7,6,12,33.1,-84.8,tropical depression,-1,15,1013,5.0,,1.0
3136,3136,Alberto,1994,7,6,18,32.8,-85.4,tropical depression,-1,15,1013,5.0,,1.0
3137,3137,Alberto,1994,7,7,0,32.7,-86.3,tropical depression,-1,10,1012,5.0,,1.0
3138,3138,Alberto,1994,7,7,6,32.7,-86.6,tropical depression,-1,10,1012,5.0,,1.0
3139,3139,Alberto,1994,7,7,12,32.8,-86.8,tropical depression,-1,10,1012,5.0,,1.0
3140,3140,Alberto,1994,7,7,18,33.0,-87.0,tropical depression,-1,10,1013,5.0,,1.0
3141,3141,AL021994,1994,7,20,6,32.2,-78.9,tropical depression,-1,25,1017,5.0,,0.0
3142,3142,AL021994,1994,7,20,12,33.0,-79.1,tropical depression,-1,30,1015,5.0,,0.0
3143,3143,AL021994,1994,7,20,14,33.2,-79.2,tropical depression,-1,30,1015,5.0,,0.0
3144,3144,AL021994,1994,7,20,18,33.7,-79.7,tropical depression,-1,25,1016,5.0,,1.0
3145,3145,AL021994,1994,7,21,0,34.4,-80.5,tropical depression,-1,20,1016,5.0,,1.0
3146,3146,AL021994,1994,7,21,6,35.2,-81.0,tropical depression,-1,15,1016,5.0,,1.0
3147,3147,Beryl,1994,8,14,12,28.7,-87.2,tropical depression,-1,20,1013,5.0,,0.0
3148,3148,Beryl,1994,8,14,18,29.4,-87.3,tropical depression,-1,25,1012,5.0,,0.0
3149,3149,Beryl,1994,8,15,0,29.5,-86.3,tropical depression,-1,25,1009,5.0,,0.0
3150,3150,Beryl,1994,8,15,6,29.6,-85.9,tropical depression,-1,30,1008,5.0,,0.0
3151,3151,Beryl,1994,8,15,12,29.7,-85.6,tropical storm,0,35,1007,5.0,,0.0
3152,3152,Beryl,1994,8,15,18,29.9,-85.7,tropical storm,0,45,1004,5.0,,0.0
3153,3153,Beryl,1994,8,16,0,30.0,-85.6,tropical storm,0,50,1000,5.0,,0.0
3154,3154,Beryl,1994,8,16,3,30.2,-85.4,tropical storm,0,50,999,5.0,,1.0
3155,3155,Beryl,1994,8,16,6,30.4,-85.3,tropical storm,0,50,1003,5.0,,1.0
3156,3156,Beryl,1994,8,16,12,31.3,-85.0,tropical depression,-1,30,1004,5.0,,1.0
3157,3157,Beryl,1994,8,16,18,32.3,-84.5,tropical depression,-1,25,1005,5.0,,1.0
3158,3158,Beryl,1994,8,17,0,33.3,-83.9,tropical depression,-1,20,1005,5.0,,1.0
3159,3159,Beryl,1994,8,17,6,34.3,-83.5,tropical depression,-1,15,1006,5.0,,1.0
3160,3160,Beryl,1994,8,17,12,35.5,-82.6,tropical depression,-1,15,1009,5.0,,1.0
3161,3161,Beryl,1994,8,17,18,37.5,-81.5,tropical depression,-1,15,1011,5.0,,1.0
3162,3162,Beryl,1994,8,18,0,38.5,-79.6,tropical depression,-1,15,1011,5.0,,1.0
3163,3163,Beryl,1994,8,18,6,39.5,-77.5,tropical depression,-1,15,1011,5.0,,1.0
3164,3164,Beryl,1994,8,18,12,41.2,-76.0,tropical depression,-1,15,1010,5.0,,1.0
3165,3165,Beryl,1994,8,18,18,41.6,-73.9,tropical depression,-1,15,1010,5.0,,1.0
3166,3166,Beryl,1994,8,19,0,42.0,-72.0,tropical depression,-1,15,1012,5.0,,1.0
3167,3167,Chris,1994,8,16,12,11.3,-39.4,tropical depression,-1,30,1010,5.0,,0.0
3168,3168,Chris,1994,8,16,18,11.5,-40.3,tropical depression,-1,30,1008,5.0,,0.0
3169,3169,Chris,1994,8,17,0,11.7,-41.2,tropical storm,0,35,1006,5.0,,0.0
3170,3170,Chris,1994,8,17,6,12.1,-42.2,tropical storm,0,40,1003,5.0,,0.0
3171,3171,Chris,1994,8,17,12,12.6,-43.3,tropical storm,0,50,1000,5.0,,0.0
3172,3172,Chris,1994,8,17,18,13.3,-44.5,tropical storm,0,60,994,5.0,,0.0
3173,3173,Chris,1994,8,18,0,13.9,-45.6,tropical storm,0,60,988,5.0,,0.0
3174,3174,Chris,1994,8,18,6,14.5,-46.8,hurricane,1,65,987,5.0,,0.0
3175,3175,Chris,1994,8,18,12,15.2,-48.0,hurricane,1,65,987,5.0,,0.0
3176,3176,Chris,1994,8,18,18,16.0,-49.3,hurricane,1,65,987,5.0,,0.0
3177,3177,Chris,1994,8,19,0,17.0,-50.6,hurricane,1,70,985,5.0,,0.0
3178,3178,Chris,1994,8,19,6,18.0,-51.9,hurricane,1,70,979,5.0,,0.0
3179,3179,Chris,1994,8,19,12,19.0,-53.2,hurricane,1,70,979,5.0,,0.0
3180,3180,Chris,1994,8,19,18,20.1,-54.4,hurricane,1,70,980,5.0,,0.0
3181,3181,Chris,1994,8,20,0,21.3,-55.6,hurricane,1,65,984,5.0,,0.0
3182,3182,Chris,1994,8,20,6,22.6,-56.8,tropical storm,0,60,995,5.0,,0.0
3183,3183,Chris,1994,8,20,12,23.8,-58.2,tropical storm,0,50,1009,5.0,,0.0
3184,3184,Chris,1994,8,20,18,24.9,-59.7,tropical storm,0,45,1010,5.0,,0.0
3185,3185,Chris,1994,8,21,0,26.1,-61.0,tropical storm,0,40,1011,5.0,,0.0
3186,3186,Chris,1994,8,21,6,27.3,-62.3,tropical storm,0,35,1012,5.0,,0.0
3187,3187,Chris,1994,8,21,12,28.7,-63.1,tropical storm,0,35,1013,5.0,,0.0
3188,3188,Chris,1994,8,21,18,30.4,-63.1,tropical storm,0,35,1013,5.0,,0.0
3189,3189,Chris,1994,8,22,0,32.2,-62.8,tropical storm,0,35,1012,5.0,,0.0
3190,3190,Chris,1994,8,22,6,33.8,-62.8,tropical storm,0,35,1008,5.0,,0.0
3191,3191,Chris,1994,8,22,12,35.0,-63.0,tropical storm,0,35,1006,5.0,,0.0
3192,3192,Chris,1994,8,22,18,36.2,-62.3,tropical storm,0,40,1004,5.0,,0.0
3193,3193,Chris,1994,8,23,0,37.9,-60.7,tropical storm,0,40,1003,5.0,,0.0
3194,3194,Chris,1994,8,23,6,39.9,-58.4,tropical storm,0,40,1003,5.0,,0.0
3195,3195,Chris,1994,8,23,12,42.2,-55.5,tropical storm,0,45,1003,5.0,,0.0
3196,3196,Chris,1994,8,23,18,44.7,-52.0,tropical storm,0,45,1003,5.0,,0.0
3197,3197,AL051994,1994,8,29,12,20.5,-93.0,tropical depression,-1,30,1007,5.0,,0.0
3198,3198,AL051994,1994,8,29,18,20.5,-93.8,tropical depression,-1,30,1007,5.0,,0.0
3199,3199,AL051994,1994,8,30,0,20.6,-94.5,tropical depression,-1,30,1006,5.0,,0.0
3200,3200,AL051994,1994,8,30,6,20.7,-95.2,tropical depression,-1,30,1005,5.0,,0.0
3201,3201,AL051994,1994,8,30,12,21.0,-95.9,tropical depression,-1,30,1006,5.0,,0.0
3202,3202,AL051994,1994,8,30,18,21.4,-96.5,tropical depression,-1,30,1006,5.0,,0.0
3203,3203,AL051994,1994,8,31,0,21.8,-97.1,tropical depression,-1,30,1006,5.0,,0.0
3204,3204,AL051994,1994,8,31,6,22.4,-98.0,tropical depression,-1,30,1007,5.0,,1.0
3205,3205,AL051994,1994,8,31,12,23.0,-99.0,tropical depression,-1,30,1008,5.0,,1.0
3206,3206,Debby,1994,9,9,12,13.1,-56.8,tropical depression,-1,25,1011,5.0,,0.0
3207,3207,Debby,1994,9,9,18,13.4,-58.3,tropical depression,-1,30,1010,5.0,,0.0
3208,3208,Debby,1994,9,10,0,13.7,-60.2,tropical storm,0,45,1010,5.0,,0.0
3209,3209,Debby,1994,9,10,3,14.0,-61.0,tropical storm,0,55,1007,5.0,,1.0
3210,3210,Debby,1994,9,10,6,14.1,-61.6,tropical storm,0,60,1006,5.0,,0.0
3211,3211,Debby,1994,9,10,12,14.6,-63.2,tropical storm,0,55,1007,5.0,,0.0
3212,3212,Debby,1994,9,10,18,15.1,-64.9,tropical storm,0,50,1008,5.0,,0.0
3213,3213,Debby,1994,9,11,0,15.5,-66.7,tropical storm,0,50,1008,5.0,,0.0
3214,3214,Ernesto,1994,9,21,18,10.1,-29.9,tropical depression,-1,25,1010,5.0,,0.0
3215,3215,Ernesto,1994,9,22,0,10.5,-30.2,tropical depression,-1,25,1010,5.0,,0.0
3216,3216,Ernesto,1994,9,22,6,11.1,-30.3,tropical depression,-1,30,1009,5.0,,0.0
3217,3217,Ernesto,1994,9,22,12,11.8,-30.3,tropical storm,0,35,1005,5.0,,0.0
3218,3218,Ernesto,1994,9,22,18,12.5,-30.3,tropical storm,0,45,1000,5.0,,0.0
3219,3219,Ernesto,1994,9,23,0,13.1,-30.4,tropical storm,0,50,997,5.0,,0.0
3220,3220,Ernesto,1994,9,23,6,13.8,-30.5,tropical storm,0,50,998,5.0,,0.0
3221,3221,Ernesto,1994,9,23,12,14.4,-30.6,tropical storm,0,45,1000,5.0,,0.0
3222,3222,Ernesto,1994,9,23,18,14.9,-30.6,tropical storm,0,45,1001,5.0,,0.0
3223,3223,Ernesto,1994,9,24,0,15.4,-30.6,tropical storm,0,40,1003,5.0,,0.0
3224,3224,Ernesto,1994,9,24,6,15.9,-30.7,tropical storm,0,35,1005,5.0,,0.0
3225,3225,Ernesto,1994,9,24,12,16.5,-31.0,tropical depression,-1,30,1007,5.0,,0.0
3226,3226,Ernesto,1994,9,24,18,16.8,-31.3,tropical depression,-1,30,1009,5.0,,0.0
3227,3227,Ernesto,1994,9,25,0,17.0,-31.6,tropical depression,-1,25,1010,5.0,,0.0
3228,3228,Ernesto,1994,9,25,6,17.0,-31.9,tropical depression,-1,25,1010,5.0,,0.0
3229,3229,Ernesto,1994,9,25,12,17.0,-32.1,tropical depression,-1,25,1010,5.0,,0.0
3230,3230,Ernesto,1994,9,25,18,17.0,-32.3,tropical depression,-1,25,1010,5.0,,0.0
3231,3231,Ernesto,1994,9,26,0,16.8,-33.2,tropical depression,-1,20,1011,5.0,,0.0
3232,3232,AL081994,1994,9,24,12,16.0,-84.5,tropical depression,-1,25,1008,5.0,,0.0
3233,3233,AL081994,1994,9,24,18,16.3,-85.1,tropical depression,-1,30,1007,5.0,,0.0
3234,3234,AL081994,1994,9,25,0,16.5,-85.9,tropical depression,-1,30,1007,5.0,,0.0
3235,3235,AL081994,1994,9,25,6,16.6,-86.7,tropical depression,-1,30,1006,5.0,,0.0
3236,3236,AL081994,1994,9,25,12,16.7,-87.6,tropical depression,-1,30,1005,5.0,,0.0
3237,3237,AL081994,1994,9,25,18,16.6,-88.4,tropical depression,-1,30,1004,5.0,,1.0
3238,3238,AL081994,1994,9,26,0,16.6,-88.7,tropical depression,-1,30,1006,5.0,,1.0
3239,3239,AL081994,1994,9,26,6,16.6,-88.9,tropical depression,-1,25,1007,5.0,,1.0
3240,3240,AL081994,1994,9,26,12,16.5,-89.2,tropical depression,-1,25,1007,5.0,,1.0
3241,3241,AL081994,1994,9,26,18,16.5,-89.5,tropical depression,-1,25,1007,5.0,,1.0
3242,3242,AL091994,1994,9,27,12,13.8,-20.8,tropical depression,-1,30,1008,5.0,,0.0
3243,3243,AL091994,1994,9,27,18,14.7,-20.9,tropical depression,-1,30,1008,5.0,,0.0
3244,3244,AL091994,1994,9,28,0,15.2,-20.9,tropical depression,-1,30,1007,5.0,,0.0
3245,3245,AL091994,1994,9,28,6,15.5,-21.1,tropical depression,-1,30,1008,5.0,,0.0
3246,3246,AL091994,1994,9,28,12,15.9,-21.5,tropical depression,-1,30,1008,5.0,,0.0
3247,3247,AL091994,1994,9,28,18,16.3,-21.9,tropical depression,-1,30,1008,5.0,,0.0
3248,3248,AL091994,1994,9,29,0,16.5,-22.1,tropical depression,-1,25,1009,5.0,,0.0
3249,3249,AL101994,1994,9,29,6,20.5,-86.0,tropical depression,-1,25,1007,5.0,,0.0
3250,3250,AL101994,1994,9,29,12,21.0,-85.5,tropical depression,-1,25,1006,5.0,,0.0
3251,3251,AL101994,1994,9,29,18,22.0,-85.0,tropical depression,-1,30,1006,5.0,,0.0
3252,3252,AL101994,1994,9,30,0,22.3,-85.0,tropical depression,-1,30,1005,5.0,,0.0
3253,3253,AL101994,1994,9,30,6,22.5,-85.2,tropical depression,-1,30,1004,5.0,,0.0
3254,3254,AL101994,1994,9,30,12,23.0,-85.5,tropical depression,-1,30,1005,5.0,,0.0
3255,3255,AL101994,1994,9,30,18,24.0,-86.0,tropical depression,-1,25,1006,5.0,,0.0
3256,3256,Gordon,1994,11,8,12,11.9,-82.3,tropical depression,-1,25,1009,5.0,,0.0
3257,3257,Gordon,1994,11,8,18,12.0,-82.5,tropical depression,-1,25,1008,5.0,,0.0
3258,3258,Gordon,1994,11,9,0,12.3,-82.8,tropical depression,-1,30,1007,5.0,,0.0
3259,3259,Gordon,1994,11,9,6,12.5,-83.0,tropical depression,-1,30,1007,5.0,,0.0
3260,3260,Gordon,1994,11,9,12,12.8,-83.2,tropical depression,-1,30,1007,5.0,,0.0
3261,3261,Gordon,1994,11,9,18,13.2,-83.4,tropical depression,-1,30,1007,5.0,,0.0
3262,3262,Gordon,1994,11,10,0,13.6,-83.4,tropical depression,-1,30,1007,5.0,,0.0
3263,3263,Gordon,1994,11,10,6,14.0,-83.4,tropical depression,-1,30,1008,5.0,,0.0
3264,3264,Gordon,1994,11,10,12,14.3,-83.2,tropical depression,-1,30,1008,5.0,,0.0
3265,3265,Gordon,1994,11,10,18,14.6,-82.7,tropical storm,0,35,1006,5.0,,0.0
3266,3266,Gordon,1994,11,11,0,15.1,-82.4,tropical storm,0,35,1006,5.0,,0.0
