name,year,month,day,hour,lat,long,status,category,wind_knots,wind_mph,pressure,ts_diameter,hu_diameter
Gabrielle,1995,8,11,18,23.6,-97.5,tropical storm,0,60,69.04679999999999,990,,
Gabrielle,1995,8,11,20,23.7,-97.8,tropical storm,0,60,69.04679999999999,988,,
Gabrielle,1995,8,12,0,23.9,-98.2,tropical depression,-1,30,34.523399999999995,999,,
Humberto,1995,8,22,0,13.2,-33.0,tropical depression,-1,30,34.523399999999995,1009,,
Humberto,1995,8,22,6,13.7,-34.3,tropical storm,0,35,40.2773,1005,,
Humberto,1995,8,22,12,14.2,-35.2,tropical storm,0,45,51.78509999999999,1002,,
Humberto,1995,8,22,18,14.6,-36.2,tropical storm,0,50,57.538999999999994,998,,
Humberto,1995,8,23,0,14.8,-37.3,tropical storm,0,60,69.04679999999999,995,,
Humberto,1995,8,23,6,14.9,-38.3,hurricane,1,65,74.80069999999999,987,,
Humberto,1995,8,23,12,15.0,-39.2,hurricane,1,70,80.5546,985,,
Humberto,1995,8,23,18,15.1,-40.3,hurricane,1,75,86.3085,982,,
Humberto,1995,8,24,0,15.2,-41.0,hurricane,1,80,92.0624,975,,
Humberto,1995,8,24,6,15.3,-41.9,hurricane,2,85,97.8163,973,,
Humberto,1995,8,24,12,15.4,-42.6,hurricane,2,90,103.57019999999999,971,,
Humberto,1995,8,24,18,15.7,-43.2,hurricane,2,95,109.32409999999999,968,,
Humberto,1995,8,25,0,16.1,-43.8,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,25,6,16.7,-44.4,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,25,12,17.6,-45.1,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,25,18,18.5,-45.9,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,26,0,19.4,-46.6,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,26,6,20.0,-47.2,hurricane,2,90,103.57019999999999,970,,
Humberto,1995,8,26,12,20.6,-47.6,hurricane,2,85,97.8163,972,,
Humberto,1995,8,26,18,21.4,-48.0,hurricane,1,80,92.0624,975,,
Humberto,1995,8,27,0,22.2,-48.2,hurricane,1,80,92.0624,980,,
Humberto,1995,8,27,6,22.9,-48.0,hurricane,1,75,86.3085,982,,
Humberto,1995,8,27,12,24.1,-48.2,hurricane,1,70,80.5546,984,,
Humberto,1995,8,27,18,25.4,-48.4,hurricane,1,70,80.5546,986,,
Humberto,1995,8,28,0,26.4,-48.6,hurricane,1,65,74.80069999999999,992,,
Humberto,1995,8,28,6,27.1,-48.8,hurricane,1,65,74.80069999999999,994,,
Humberto,1995,8,28,12,27.7,-49.1,hurricane,1,65,74.80069999999999,991,,
Humberto,1995,8,28,18,28.4,-49.3,hurricane,1,65,74.80069999999999,987,,
Humberto,1995,8,29,0,29.0,-49.4,hurricane,1,65,74.80069999999999,985,,
Humberto,1995,8,29,6,29.5,-49.4,hurricane,1,70,80.5546,983,,
Humberto,1995,8,29,12,30.0,-49.2,hurricane,1,75,86.3085,981,,
Humberto,1995,8,29,18,30.6,-48.9,hurricane,1,75,86.3085,979,,
Humberto,1995,8,30,0,31.3,-48.3,hurricane,1,80,92.0624,978,,
Humberto,1995,8,30,6,32.8,-47.1,hurricane,1,80,92.0624,976,,
Humberto,1995,8,30,12,34.0,-45.7,hurricane,1,80,92.0624,974,,
Humberto,1995,8,30,18,35.2,-44.0,hurricane,1,80,92.0624,971,,
Humberto,1995,8,31,0,36.0,-41.9,hurricane,1,80,92.0624,970,,
Humberto,1995,8,31,6,37.1,-40.0,hurricane,1,80,92.0624,971,,
Humberto,1995,8,31,12,38.3,-39.0,hurricane,1,70,80.5546,985,,
Humberto,1995,8,31,18,39.1,-38.2,tropical storm,0,60,69.04679999999999,995,,
Humberto,1995,9,1,0,40.0,-37.0,tropical storm,0,45,51.78509999999999,1000,,
Iris,1995,8,22,12,13.2,-49.3,tropical depression,-1,30,34.523399999999995,1008,,
Iris,1995,8,22,18,13.3,-50.6,tropical storm,0,35,40.2773,1007,,
Iris,1995,8,23,0,13.7,-51.8,tropical storm,0,35,40.2773,1006,,
Iris,1995,8,23,6,14.0,-52.5,tropical storm,0,40,46.0312,1004,,
Iris,1995,8,23,12,14.5,-53.0,tropical storm,0,55,63.292899999999996,998,,
Iris,1995,8,23,18,15.0,-53.4,hurricane,1,75,86.3085,991,,
Iris,1995,8,24,0,15.2,-53.8,hurricane,1,70,80.5546,992,,
Iris,1995,8,24,6,15.0,-54.3,hurricane,1,70,80.5546,992,,
Iris,1995,8,24,12,14.8,-55.1,hurricane,1,65,74.80069999999999,992,,
Iris,1995,8,24,18,14.6,-56.0,tropical storm,0,60,69.04679999999999,992,,
Iris,1995,8,25,0,14.5,-56.8,tropical storm,0,55,63.292899999999996,995,,
Iris,1995,8,25,6,14.3,-57.8,tropical storm,0,55,63.292899999999996,996,,
Iris,1995,8,25,12,14.2,-58.8,tropical storm,0,55,63.292899999999996,999,,
Iris,1995,8,25,18,14.2,-59.8,tropical storm,0,50,57.538999999999994,998,,
Iris,1995,8,26,0,14.0,-60.3,tropical storm,0,50,57.538999999999994,1000,,
Iris,1995,8,26,6,14.2,-60.2,tropical storm,0,45,51.78509999999999,999,,
Iris,1995,8,26,12,14.6,-60.5,tropical storm,0,45,51.78509999999999,1000,,
Iris,1995,8,26,18,14.9,-61.0,tropical storm,0,40,46.0312,1003,,
Iris,1995,8,27,0,15.0,-61.2,tropical storm,0,35,40.2773,1006,,
Iris,1995,8,27,6,15.6,-61.2,tropical storm,0,40,46.0312,1005,,
Iris,1995,8,27,12,16.2,-61.2,tropical storm,0,45,51.78509999999999,1002,,
Iris,1995,8,27,18,17.0,-61.9,tropical storm,0,50,57.538999999999994,995,,
Iris,1995,8,27,23,17.7,-62.0,tropical storm,0,55,63.292899999999996,993,,
Iris,1995,8,28,0,17.8,-62.0,tropical storm,0,55,63.292899999999996,993,,
Iris,1995,8,28,6,18.6,-62.0,tropical storm,0,55,63.292899999999996,989,,
Iris,1995,8,28,12,19.4,-62.1,tropical storm,0,60,69.04679999999999,985,,
Iris,1995,8,28,18,20.4,-62.4,hurricane,1,65,74.80069999999999,983,,
Iris,1995,8,29,0,21.3,-62.5,hurricane,1,70,80.5546,981,,
Iris,1995,8,29,6,22.0,-62.5,hurricane,1,80,92.0624,974,,
Iris,1995,8,29,12,22.6,-62.5,hurricane,1,75,86.3085,973,,
Iris,1995,8,29,18,23.1,-62.3,hurricane,1,70,80.5546,975,,
Iris,1995,8,30,0,23.6,-62.1,hurricane,1,70,80.5546,976,,
Iris,1995,8,30,6,23.8,-61.8,hurricane,1,70,80.5546,977,,
Iris,1995,8,30,12,24.0,-61.4,hurricane,1,75,86.3085,972,,
Iris,1995,8,30,18,24.2,-60.8,hurricane,1,75,86.3085,971,,
Iris,1995,8,31,0,24.5,-60.1,hurricane,1,75,86.3085,971,,
Iris,1995,8,31,6,24.7,-59.6,hurricane,1,75,86.3085,971,,
Iris,1995,8,31,12,24.9,-59.1,hurricane,1,75,86.3085,971,,
Iris,1995,8,31,18,25.0,-58.9,hurricane,2,85,97.8163,968,,
Iris,1995,9,1,0,25.2,-58.8,hurricane,2,90,103.57019999999999,967,,
Iris,1995,9,1,6,25.5,-58.8,hurricane,2,95,109.32409999999999,965,,
Iris,1995,9,1,12,25.6,-59.0,hurricane,2,90,103.57019999999999,967,,
Iris,1995,9,1,18,25.7,-59.7,hurricane,2,85,97.8163,969,,
Iris,1995,9,2,0,26.0,-60.2,hurricane,2,85,97.8163,971,,
Iris,1995,9,2,6,26.6,-60.2,hurricane,2,85,97.8163,973,,
Iris,1995,9,2,12,27.8,-59.9,hurricane,1,80,92.0624,978,,
Iris,1995,9,2,18,29.1,-59.7,hurricane,1,75,86.3085,983,,
Iris,1995,9,3,0,31.3,-59.0,hurricane,1,75,86.3085,982,,
Iris,1995,9,3,6,34.2,-58.6,hurricane,1,75,86.3085,982,,
Iris,1995,9,3,12,36.9,-57.5,hurricane,1,75,86.3085,982,,
Iris,1995,9,3,18,39.2,-55.5,hurricane,1,70,80.5546,985,,
Iris,1995,9,4,0,41.0,-52.3,hurricane,1,65,74.80069999999999,987,,
Iris,1995,9,4,6,43.1,-49.4,tropical storm,0,60,69.04679999999999,990,,
Jerry,1995,8,22,18,23.7,-78.7,tropical depression,-1,20,23.0156,1010,,
Jerry,1995,8,23,0,24.2,-78.9,tropical depression,-1,25,28.769499999999997,1009,,
Jerry,1995,8,23,6,25.2,-79.2,tropical depression,-1,30,34.523399999999995,1008,,
Jerry,1995,8,23,12,26.4,-79.7,tropical storm,0,35,40.2773,1008,,
Jerry,1995,8,23,18,27.0,-80.2,tropical storm,0,35,40.2773,1006,,
Jerry,1995,8,24,0,27.3,-80.5,tropical storm,0,35,40.2773,1005,,
Jerry,1995,8,24,6,27.7,-81.1,tropical storm,0,35,40.2773,1005,,
Jerry,1995,8,24,12,28.4,-81.8,tropical storm,0,35,40.2773,1004,,
Jerry,1995,8,24,18,28.8,-82.6,tropical depression,-1,30,34.523399999999995,1002,,
Jerry,1995,8,25,0,29.0,-82.9,tropical depression,-1,30,34.523399999999995,1002,,
Jerry,1995,8,25,6,29.2,-83.3,tropical depression,-1,30,34.523399999999995,1002,,
Jerry,1995,8,25,12,29.8,-83.3,tropical depression,-1,25,28.769499999999997,1004,,
Jerry,1995,8,25,18,30.4,-83.2,tropical depression,-1,25,28.769499999999997,1005,,
Jerry,1995,8,26,0,30.7,-83.4,tropical depression,-1,25,28.769499999999997,1005,,
Jerry,1995,8,26,6,31.3,-83.7,tropical depression,-1,20,23.0156,1005,,
Jerry,1995,8,26,12,31.8,-83.9,tropical depression,-1,20,23.0156,1005,,
Jerry,1995,8,26,18,32.4,-84.0,tropical depression,-1,20,23.0156,1006,,
Jerry,1995,8,27,0,33.0,-84.0,tropical depression,-1,20,23.0156,1006,,
Jerry,1995,8,27,6,33.5,-83.9,tropical depression,-1,20,23.0156,1006,,
Jerry,1995,8,27,12,33.8,-83.6,tropical depression,-1,20,23.0156,1006,,
Jerry,1995,8,27,18,33.9,-83.0,tropical depression,-1,20,23.0156,1006,,
Jerry,1995,8,28,0,33.8,-82.4,tropical depression,-1,20,23.0156,1006,,
Karen,1995,8,26,12,15.4,-32.7,tropical depression,-1,30,34.523399999999995,1009,,
Karen,1995,8,26,18,15.5,-34.0,tropical depression,-1,30,34.523399999999995,1008,,
Karen,1995,8,27,0,15.6,-35.4,tropical depression,-1,30,34.523399999999995,1008,,
Karen,1995,8,27,6,15.8,-36.7,tropical depression,-1,30,34.523399999999995,1007,,
Karen,1995,8,27,12,16.1,-38.0,tropical depression,-1,30,34.523399999999995,1007,,
Karen,1995,8,27,18,16.3,-39.3,tropical depression,-1,30,34.523399999999995,1006,,
Karen,1995,8,28,0,16.5,-40.4,tropical depression,-1,30,34.523399999999995,1006,,
Karen,1995,8,28,6,16.6,-41.5,tropical storm,0,35,40.2773,1005,,
Karen,1995,8,28,12,16.9,-42.6,tropical storm,0,40,46.0312,1003,,
Karen,1995,8,28,18,17.4,-43.6,tropical storm,0,45,51.78509999999999,1001,,
Karen,1995,8,29,0,17.7,-44.6,tropical storm,0,45,51.78509999999999,1000,,
Karen,1995,8,29,6,17.8,-45.5,tropical storm,0,45,51.78509999999999,1000,,
Karen,1995,8,29,12,18.1,-46.4,tropical storm,0,45,51.78509999999999,1000,,
Karen,1995,8,29,18,18.5,-47.3,tropical storm,0,45,51.78509999999999,1001,,
Karen,1995,8,30,0,19.0,-48.2,tropical storm,0,45,51.78509999999999,1002,,
Karen,1995,8,30,6,19.2,-49.1,tropical storm,0,40,46.0312,1003,,
Karen,1995,8,30,12,19.4,-49.9,tropical storm,0,40,46.0312,1003,,
Karen,1995,8,30,18,19.6,-50.6,tropical storm,0,40,46.0312,1004,,
Karen,1995,8,31,0,20.0,-51.1,tropical storm,0,40,46.0312,1004,,
Karen,1995,8,31,6,20.3,-51.6,tropical storm,0,40,46.0312,1003,,
Karen,1995,8,31,12,20.4,-51.9,tropical storm,0,40,46.0312,1002,,
Karen,1995,8,31,18,20.8,-52.1,tropical storm,0,40,46.0312,1001,,
Karen,1995,9,1,0,21.6,-52.3,tropical storm,0,40,46.0312,1001,,
Karen,1995,9,1,6,22.9,-52.7,tropical storm,0,40,46.0312,1001,,
Karen,1995,9,1,12,24.6,-53.3,tropical storm,0,35,40.2773,1001,,
Karen,1995,9,1,18,26.6,-54.3,tropical storm,0,35,40.2773,1001,,
Karen,1995,9,2,0,28.4,-55.6,tropical storm,0,35,40.2773,1001,,
Karen,1995,9,2,6,29.9,-57.1,tropical storm,0,35,40.2773,1001,,
Karen,1995,9,2,12,31.2,-59.2,tropical depression,-1,30,34.523399999999995,1001,,
Karen,1995,9,2,18,32.4,-61.9,tropical depression,-1,30,34.523399999999995,1001,,
Karen,1995,9,3,0,33.0,-61.5,tropical depression,-1,30,34.523399999999995,1002,,
Luis,1995,8,28,18,11.4,-27.5,tropical depression,-1,30,34.523399999999995,1008,,
Luis,1995,8,29,0,11.6,-29.0,tropical storm,0,35,40.2773,1005,,
Luis,1995,8,29,6,11.8,-30.5,tropical storm,0,40,46.0312,1000,,
Luis,1995,8,29,12,12.2,-31.9,tropical storm,0,40,46.0312,1000,,
Luis,1995,8,29,18,12.7,-33.1,tropical storm,0,35,40.2773,1003,,
Luis,1995,8,30,0,13.0,-34.2,tropical storm,0,35,40.2773,1005,,
Luis,1995,8,30,6,13.2,-35.3,tropical storm,0,35,40.2773,1005,,
Luis,1995,8,30,12,13.4,-36.2,tropical storm,0,35,40.2773,1005,,
Luis,1995,8,30,18,13.7,-37.0,tropical storm,0,45,51.78509999999999,1002,,
Luis,1995,8,31,0,14.0,-37.9,tropical storm,0,55,63.292899999999996,998,,
Luis,1995,8,31,6,14.3,-38.8,hurricane,1,75,86.3085,992,,
Luis,1995,8,31,12,14.6,-39.7,hurricane,1,80,92.0624,979,,
Luis,1995,8,31,18,15.0,-40.7,hurricane,2,90,103.57019999999999,971,,
Luis,1995,9,1,0,15.4,-41.7,hurricane,3,100,115.07799999999999,965,,
Luis,1995,9,1,6,15.8,-42.6,hurricane,3,105,120.83189999999999,958,,
Luis,1995,9,1,12,16.2,-43.6,hurricane,4,115,132.3397,950,,
Luis,1995,9,1,18,16.5,-44.7,hurricane,4,115,132.3397,948,,
Luis,1995,9,2,0,16.8,-45.8,hurricane,4,115,132.3397,948,,
Luis,1995,9,2,6,17.0,-46.9,hurricane,4,115,132.3397,948,,
Luis,1995,9,2,12,17.2,-48.0,hurricane,4,120,138.09359999999998,948,,
Luis,1995,9,2,18,17.3,-49.2,hurricane,4,120,138.09359999999998,948,,
Luis,1995,9,3,0,17.3,-50.5,hurricane,4,120,138.09359999999998,948,,
Luis,1995,9,3,6,17.4,-51.8,hurricane,4,120,138.09359999999998,948,,
Luis,1995,9,3,12,17.3,-53.1,hurricane,4,120,138.09359999999998,948,,
Luis,1995,9,3,18,17.3,-54.3,hurricane,4,125,143.8475,945,,
Luis,1995,9,4,0,17.1,-55.6,hurricane,4,125,143.8475,942,,
Luis,1995,9,4,6,17.0,-56.8,hurricane,4,130,149.60139999999998,940,,
Luis,1995,9,4,12,17.0,-58.0,hurricane,4,130,149.60139999999998,945,,
Luis,1995,9,4,18,17.0,-59.1,hurricane,4,125,143.8475,943,,
Luis,1995,9,5,0,17.1,-60.1,hurricane,4,125,143.8475,940,,
Luis,1995,9,5,6,17.3,-61.0,hurricane,4,120,138.09359999999998,939,,
Luis,1995,9,5,12,17.5,-61.7,hurricane,4,115,132.3397,945,,
Luis,1995,9,5,18,18.0,-62.4,hurricane,4,115,132.3397,944,,
Luis,1995,9,6,0,18.4,-63.0,hurricane,4,115,132.3397,942,,
Luis,1995,9,6,6,18.9,-63.6,hurricane,4,120,138.09359999999998,939,,
Luis,1995,9,6,12,19.4,-64.2,hurricane,4,120,138.09359999999998,943,,
Luis,1995,9,6,18,20.1,-64.9,hurricane,4,125,143.8475,940,,
Luis,1995,9,7,0,20.7,-65.4,hurricane,4,125,143.8475,938,,
Luis,1995,9,7,6,21.3,-66.0,hurricane,4,120,138.09359999999998,936,,
Luis,1995,9,7,12,22.0,-66.6,hurricane,4,115,132.3397,941,,
Luis,1995,9,7,18,22.8,-67.2,hurricane,4,115,132.3397,938,,
Luis,1995,9,8,0,24.3,-68.0,hurricane,4,115,132.3397,935,,
Luis,1995,9,8,6,25.8,-68.8,hurricane,4,115,132.3397,939,,
Luis,1995,9,8,12,26.4,-69.3,hurricane,3,110,126.58579999999999,941,,
Luis,1995,9,8,18,26.5,-69.5,hurricane,3,105,120.83189999999999,944,,
Luis,1995,9,9,0,27.1,-69.8,hurricane,3,100,115.07799999999999,945,,
Luis,1995,9,9,6,29.1,-69.5,hurricane,2,95,109.32409999999999,949,,
Luis,1995,9,9,12,31.0,-69.1,hurricane,2,90,103.57019999999999,952,,
Luis,1995,9,9,18,32.7,-68.6,hurricane,2,85,97.8163,955,,
Luis,1995,9,10,0,34.5,-67.2,hurricane,2,85,97.8163,959,,
Luis,1995,9,10,6,36.5,-65.4,hurricane,2,85,97.8163,963,,
Luis,1995,9,10,12,38.4,-63.7,hurricane,2,85,97.8163,961,,
AL141995,1995,9,9,12,17.9,-41.9,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,9,18,18.3,-43.3,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,10,0,18.7,-44.6,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,10,6,19.1,-46.1,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,10,12,20.0,-47.8,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,10,18,20.8,-49.3,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,11,0,21.7,-50.9,tropical depression,-1,25,28.769499999999997,1009,,
AL141995,1995,9,11,6,22.6,-52.2,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,11,12,23.4,-53.4,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,11,18,24.3,-54.5,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,12,0,25.0,-55.7,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,12,6,25.5,-56.3,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,12,12,25.8,-57.2,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,12,18,26.3,-57.9,tropical depression,-1,30,34.523399999999995,1008,,
AL141995,1995,9,13,0,26.5,-58.9,tropical depression,-1,30,34.523399999999995,1009,,
AL141995,1995,9,13,6,26.4,-60.0,tropical depression,-1,30,34.523399999999995,1009,,
AL141995,1995,9,13,12,25.8,-61.3,tropical depression,-1,25,28.769499999999997,1009,,
Marilyn,1995,9,12,18,11.7,-50.9,tropical depression,-1,30,34.523399999999995,1006,,
Marilyn,1995,9,13,0,11.8,-52.7,tropical storm,0,35,40.2773,1004,,
Marilyn,1995,9,13,6,11.9,-54.3,tropical storm,0,45,51.78509999999999,999,,
Marilyn,1995,9,13,12,12.1,-55.4,tropical storm,0,55,63.292899999999996,995,,
Marilyn,1995,9,13,18,12.5,-56.5,tropical storm,0,60,69.04679999999999,990,,
Marilyn,1995,9,14,0,13.0,-57.7,hurricane,1,65,74.80069999999999,988,,
Marilyn,1995,9,14,6,13.5,-58.8,hurricane,1,70,80.5546,987,,
Marilyn,1995,9,14,12,14.2,-59.8,hurricane,1,70,80.5546,986,,
Marilyn,1995,9,14,18,15.0,-60.8,hurricane,1,70,80.5546,983,,
Marilyn,1995,9,14,21,15.5,-61.3,hurricane,1,70,80.5546,984,,
Marilyn,1995,9,15,0,15.8,-61.7,hurricane,1,75,86.3085,985,,
Marilyn,1995,9,15,6,16.5,-62.8,hurricane,1,80,92.0624,977,,
Marilyn,1995,9,15,12,16.8,-63.5,hurricane,1,80,92.0624,974,,
Marilyn,1995,9,15,18,17.4,-64.2,hurricane,2,85,97.8163,969,,
Marilyn,1995,9,16,0,17.9,-64.7,hurricane,2,90,103.57019999999999,962,,
Marilyn,1995,9,16,6,18.5,-65.2,hurricane,2,95,109.32409999999999,952,,
Marilyn,1995,9,16,12,19.0,-65.8,hurricane,2,95,109.32409999999999,951,,
Marilyn,1995,9,16,18,19.7,-66.4,hurricane,3,100,115.07799999999999,950,,
Marilyn,1995,9,17,0,20.4,-67.0,hurricane,3,100,115.07799999999999,950,,
Marilyn,1995,9,17,3,20.7,-67.1,hurricane,3,100,115.07799999999999,949,,
Marilyn,1995,9,17,6,21.2,-67.5,hurricane,2,95,109.32409999999999,953,,
Marilyn,1995,9,17,12,22.0,-68.2,hurricane,1,80,92.0624,965,,
Marilyn,1995,9,17,18,22.9,-68.8,hurricane,1,80,92.0624,968,,
Marilyn,1995,9,18,0,24.0,-69.1,hurricane,2,85,97.8163,963,,
Marilyn,1995,9,18,6,25.0,-69.4,hurricane,2,85,97.8163,965,,
Marilyn,1995,9,18,12,26.1,-69.5,hurricane,2,85,97.8163,966,,
Marilyn,1995,9,18,18,27.2,-69.3,hurricane,1,80,92.0624,966,,
Marilyn,1995,9,19,0,28.4,-69.0,hurricane,1,80,92.0624,969,,
Marilyn,1995,9,19,6,29.6,-68.6,hurricane,1,75,86.3085,970,,
Marilyn,1995,9,19,12,31.0,-68.2,hurricane,1,75,86.3085,976,,
Marilyn,1995,9,19,18,32.6,-67.7,hurricane,1,80,92.0624,974,,
Marilyn,1995,9,20,0,34.2,-66.8,hurricane,1,80,92.0624,974,,
Marilyn,1995,9,20,6,35.8,-66.1,hurricane,1,75,86.3085,976,,
Marilyn,1995,9,20,12,37.3,-65.2,hurricane,1,70,80.5546,978,,
Marilyn,1995,9,20,18,38.3,-64.3,hurricane,1,70,80.5546,980,,
Marilyn,1995,9,21,0,39.0,-63.3,hurricane,1,65,74.80069999999999,982,,
Marilyn,1995,9,21,6,39.3,-61.9,hurricane,1,65,74.80069999999999,984,,
Marilyn,1995,9,21,12,39.4,-60.6,hurricane,1,65,74.80069999999999,987,,
Marilyn,1995,9,21,18,39.6,-59.3,tropical storm,0,60,69.04679999999999,990,,
Marilyn,1995,9,22,0,39.8,-58.3,tropical storm,0,55,63.292899999999996,992,,
Noel,1995,9,26,18,10.4,-37.7,tropical depression,-1,25,28.769499999999997,1007,,
Noel,1995,9,27,0,10.9,-39.0,tropical depression,-1,30,34.523399999999995,1006,,
Noel,1995,9,27,6,11.4,-40.0,tropical depression,-1,30,34.523399999999995,1005,,
Noel,1995,9,27,12,12.1,-40.6,tropical storm,0,35,40.2773,1005,,
Noel,1995,9,27,18,12.8,-41.0,tropical storm,0,40,46.0312,1002,,
Noel,1995,9,28,0,13.5,-41.5,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,9,28,6,14.0,-42.0,tropical storm,0,50,57.538999999999994,998,,
Noel,1995,9,28,12,14.5,-42.4,tropical storm,0,60,69.04679999999999,995,,
Noel,1995,9,28,18,15.2,-42.6,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,29,0,15.9,-42.6,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,29,6,16.5,-42.2,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,29,12,17.4,-41.9,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,29,18,18.2,-41.2,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,30,0,18.9,-40.6,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,30,6,19.4,-40.3,hurricane,1,65,74.80069999999999,987,,
Noel,1995,9,30,12,19.7,-40.2,tropical storm,0,60,69.04679999999999,990,,
Noel,1995,9,30,18,19.8,-40.1,tropical storm,0,55,63.292899999999996,993,,
Noel,1995,10,1,0,19.9,-40.2,tropical storm,0,50,57.538999999999994,994,,
Noel,1995,10,1,6,20.0,-40.3,tropical storm,0,50,57.538999999999994,995,,
Noel,1995,10,1,12,20.1,-40.4,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,1,18,20.5,-40.4,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,2,0,20.9,-40.2,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,2,6,21.5,-40.1,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,2,12,22.4,-40.0,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,2,18,23.5,-40.1,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,3,0,24.7,-40.3,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,3,6,25.7,-41.0,tropical storm,0,40,46.0312,1000,,
Noel,1995,10,3,12,26.7,-41.8,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,3,18,27.6,-42.4,tropical storm,0,45,51.78509999999999,1000,,
Noel,1995,10,4,0,28.5,-42.8,tropical storm,0,45,51.78509999999999,999,,
Noel,1995,10,4,6,29.5,-43.1,tropical storm,0,50,57.538999999999994,998,,
Noel,1995,10,4,12,30.4,-43.1,tropical storm,0,50,57.538999999999994,997,,
Noel,1995,10,4,18,31.3,-43.0,tropical storm,0,55,63.292899999999996,994,,
Noel,1995,10,5,0,31.9,-42.7,hurricane,1,65,74.80069999999999,987,,
Noel,1995,10,5,6,32.2,-42.3,hurricane,1,65,74.80069999999999,987,,
Noel,1995,10,5,12,32.4,-41.5,hurricane,1,65,74.80069999999999,987,,
Noel,1995,10,5,18,32.4,-40.5,hurricane,1,65,74.80069999999999,987,,
Noel,1995,10,6,0,32.5,-39.4,tropical storm,0,60,69.04679999999999,990,,
Noel,1995,10,6,6,32.5,-38.2,tropical storm,0,55,63.292899999999996,994,,
Noel,1995,10,6,12,32.5,-36.9,tropical storm,0,50,57.538999999999994,997,,
Noel,1995,10,6,18,32.7,-35.3,tropical storm,0,40,46.0312,1001,,
Noel,1995,10,7,0,33.2,-33.5,tropical storm,0,35,40.2773,1004,,
Opal,1995,9,27,18,19.1,-87.3,tropical depression,-1,25,28.769499999999997,1004,,
Opal,1995,9,28,0,19.4,-87.5,tropical depression,-1,25,28.769499999999997,1004,,
Opal,1995,9,28,6,19.4,-87.9,tropical depression,-1,25,28.769499999999997,1004,,
Opal,1995,9,28,12,19.3,-88.2,tropical depression,-1,25,28.769499999999997,1003,,
Opal,1995,9,28,18,19.3,-88.4,tropical depression,-1,25,28.769499999999997,1003,,
Opal,1995,9,29,0,19.4,-88.4,tropical depression,-1,25,28.769499999999997,1003,,
Opal,1995,9,29,6,19.5,-88.4,tropical depression,-1,25,28.769499999999997,1003,,
Opal,1995,9,29,12,19.6,-88.3,tropical depression,-1,25,28.769499999999997,1003,,
Opal,1995,9,29,18,19.8,-88.2,tropical depression,-1,30,34.523399999999995,1003,,
Opal,1995,9,30,0,20.1,-88.2,tropical depression,-1,30,34.523399999999995,1002,,
Opal,1995,9,30,6,20.6,-88.3,tropical depression,-1,30,34.523399999999995,1002,,
Opal,1995,9,30,12,21.1,-88.5,tropical storm,0,35,40.2773,1001,,
Opal,1995,9,30,18,21.4,-89.1,tropical storm,0,40,46.0312,1000,,
Opal,1995,10,1,0,21.3,-89.9,tropical storm,0,45,51.78509999999999,994,,
Opal,1995,10,1,6,21.1,-90.7,tropical storm,0,45,51.78509999999999,987,,
Opal,1995,10,1,12,20.9,-91.2,tropical storm,0,45,51.78509999999999,986,,
Opal,1995,10,1,18,20.8,-91.6,tropical storm,0,50,57.538999999999994,985,,
Opal,1995,10,2,0,20.7,-91.9,tropical storm,0,55,63.292899999999996,984,,
Opal,1995,10,2,6,20.8,-92.1,tropical storm,0,60,69.04679999999999,980,,
Opal,1995,10,2,12,21.0,-92.3,hurricane,1,65,74.80069999999999,973,,
